BB24_06_S10-016752C1,BB24_04_S10-016783A2,BB24_07_S10-017623A2,BB24_01_S10-018931A6,BB24_25_S11-011709,BB24_09_S11-012085C1,BB24_08_S11-003355A1,BB24_26_S12-011538,BB24_10_S12-003590C5,BB24_11_S12-008138A2,BB24_12_S13-003620D2,BB24_14_S13-008160A2,BB24_20_S13-019142C2,BB24_21_S13-021353A4,BB24_18_S13-009885J1,BB24_22_S14-012409D2,BB24_02_S14-002474B2,BB24_15_S16-023867D1,BB24_16_S16-007066C1,BB24_19_S17-018143A2,BB24_03_S21-024801A2,BB24_24_S21-028943A10,BB24_17_S21-032280A2,BB24_23_S22-009274B7
CDC20,44.79,45.09,34.88,14.53,90.83,107.65,134.87,41.43,26.44,31.22,8,11.89,66.09,29.7,159.42,39.32,33.01,16.24,28.07,72.25,108.97,29.93,28.52,23.61
CDC25C,20.58,7.88,11.01,5.5,20.7,7,18.2,5.25,10.39,14.69,8,11.89,16.23,7.43,39.01,7.86,3.62,10.15,3.75,9.21,31.13,7.3,19.01,9.44
CDH1,164.62,222.13,290.98,610.68,896.26,1760.14,497.29,20.05,171.88,238.73,114.42,1466.43,208.69,221.72,803.89,363.76,246.64,1922.14,417.02,876.16,464.09,359.89,153.46,308.5
CDH11,256.62,2620.43,1792.69,478.78,1893.37,522.12,2281.24,537.32,541.13,3064.9,608.07,979.93,2316.49,2464.33,400.25,619.37,1608.02,350.13,745.82,2266.53,591.55,636.56,4311.82,822.4
CDH2,71.42,142.8,281.8,259.15,719.95,2282.26,278.85,125.64,105.77,363.6,65.38,63.41,300.29,185.65,369.72,229.07,155.36,34.51,128.31,106.24,142.05,183.96,162.97,188.88
CDH5,187.62,127.76,279.05,173.15,118.21,134.57,154.73,219.2,189.82,135.89,686.53,73.32,191.3,127.3,147.55,254.63,102.93,62.92,132.32,84.99,265.61,223.38,278.4,196.75
CDK2,269.93,363.25,316.68,271.93,462.16,565.18,529.56,268.66,376.81,359.93,598.26,191.23,295.65,307.64,535.93,372.6,324.32,419.14,290.71,204.7,539.01,276.67,289.27,239.24
CDK6,141.62,115.24,244.17,176.06,462.82,554.42,466.67,136.33,237.98,251.58,261.53,181.32,320,176.1,205.21,202.52,153.42,108.59,196.48,240.11,498.14,179.58,191.49,156.61
CDKN1A,245.73,884.33,529.64,596.74,281.17,452.15,238.3,884.84,2068.19,1175.28,5776.62,361.65,824.34,1284.68,152.64,1254.46,961.32,353.17,1180.89,248.61,580.84,563.56,738.78,757.86
CDKN1C,104.1,1045.5,548.91,674.01,601.07,317.58,395.51,693.7,448.58,530.71,624.41,224.92,527.53,1750.39,330.71,660.66,1437.12,1038.2,1002.45,469.6,654.79,900.1,435.93,988.45
CDKN2A,41.16,151.98,67.93,27.89,54.76,188.39,102.6,40.1,60.44,75.29,101.34,158.53,88.11,21.22,345.98,75.7,52.44,52.77,68.17,179.91,36.97,45.26,39.38,36.99
CDKN2B,43.58,40.92,107.4,40.67,70.12,166.86,279.67,56.14,51.94,119.36,264.8,26.75,226.08,24.4,235.74,69.8,50.49,84.23,46.11,389.56,224.75,39.42,127.66,58.24
CEACAM3,41.16,15.87,18.36,16.27,16.7,59.21,20.69,21.39,41.55,20.2,107.88,15.85,30.14,9.55,49.18,43.26,29.13,14.21,26.06,9.92,19.46,19.71,9.51,30.69
CEBPB,604.02,1068.88,984,947.69,818.79,1824.73,1290.8,1232.35,2203.24,2242.21,7257.55,1230.62,2522.86,1915.88,2840.74,2772.41,1382.74,1852.12,1922.7,1389.67,1835.93,1217.65,2922.53,1370.92
CENPF,59.31,55.95,39.47,24.99,228.41,145.33,309.46,16.04,28.33,38.56,29.42,32.7,59.13,18.03,288.31,31.46,34.96,40.59,24.06,113.33,255.88,47.45,42.1,15.74
CEP55,69,70.98,35.8,16.27,86.82,134.57,330.97,16.04,38.72,40.4,42.5,36.66,81.16,18.03,500.31,33.43,19.42,37.55,20.05,44.62,146.91,39.42,71.98,13.38
CES3,19.37,16.7,19.28,26.73,45.41,91.51,33.92,14.7,17,34.89,39.23,30.72,20.87,22.28,184.86,29.49,25.25,29.43,30.07,12.75,60.32,16.79,21.73,18.89
MB21D1,202.15,114.4,125.75,85.99,91.5,279.9,159.69,125.64,201.15,152.42,271.34,205.1,131.01,82.75,128.89,115.03,114.58,106.56,120.29,77.91,123.56,132.13,194.2,143.23
CHUK,228.78,194.57,249.67,231.84,249.11,699.75,274.71,288.71,339.98,341.57,614.6,206.09,284.05,257.78,563.06,407.01,308.79,408.99,358.88,201.86,254.91,174.47,297.41,263.64
CLEC14A,64.15,140.29,212.04,131.9,78.14,48.44,116.67,239.25,111.44,108.35,199.42,85.21,162.32,117.75,84.8,117.97,91.28,47.7,180.44,58.08,113.83,200.75,207.78,195.17
CLEC4E,20.58,11.69,8.26,10.46,9.35,107.65,14.89,13.37,25.5,23.87,98.08,19.82,24.35,10.61,57.66,36.38,19.42,21.31,28.07,9.92,14.59,24.82,21.73,25.97
CLEC5A,26.63,24.22,29.37,11.04,22.04,177.63,121.63,14.7,29.28,49.58,101.34,30.72,112.46,12.73,59.36,36.38,23.3,41.61,14.03,60.2,117.73,12.41,124.94,12.59
CLEC7A,41.16,84.34,109.23,66.24,44.08,242.22,152.25,81.53,286.15,88.15,219.03,147.63,188.98,33.95,62.75,61.94,60.2,69.01,58.14,92.79,118.7,106.58,319.14,123.56
CLECL1,834.01,28.39,18.36,31.38,19.37,80.74,40.54,16.04,75.55,49.58,29.42,36.66,57.97,23.34,108.54,34.41,17.48,33.49,20.05,26.92,44.76,34.31,73.33,51.15
CMKLR1,341.35,239.66,342.38,127.25,95.5,290.67,148.11,233.91,358.86,301.16,104.61,269.51,291.01,100.78,218.78,221.2,102.93,146.14,126.31,72.25,104.1,163.52,457.66,204.62
CNTFR,18.16,45.09,122.08,51.71,26.71,150.72,21.51,172.42,27.39,4.25,326.92,6.94,106.67,77.44,16.96,62.92,56.32,14.21,88.22,7.79,133.29,80.3,33.95,40.14
COL11A1,13.32,22.55,548.91,9.88,321.91,193.78,2197.66,20.05,65.16,490.31,98.08,31.71,1392.44,24.4,89.89,21.63,13.59,35.52,18.04,976.73,69.08,43.8,2511.04,22.04
COL11A2,16.95,16.7,29.37,16.27,46.08,387.55,47.16,13.37,28.33,58.76,52.31,16.84,139.13,19.1,57.66,24.58,40.78,49.73,32.08,32.58,26.27,20.44,24.44,11.8
COL17A1,12.1,8.35,9.18,32.54,10.69,64.59,12.41,20.05,19.83,20.2,49.04,9.91,18.55,11.67,18.66,30.48,31.07,37.55,40.1,5.75,18.49,11.68,14.94,25.18
COL4A5,59.31,324.01,615,610.68,404.05,662.07,359.11,582.76,310.7,249.75,153.65,152.59,281.74,495.41,149.25,533.84,543.77,239.51,495.21,203.99,362.91,547.5,259.39,390.34
COL5A1,79.89,531.94,1686.21,692.03,614.43,909.68,2773.56,1042.55,957.6,1810.66,889.21,193.21,2893.87,686.36,886.99,1192.53,837.03,275.03,828.02,1405.96,601.28,1023.47,3855.51,901.09
COL6A3,354.67,3276.8,4986.11,2172.53,2408.95,672.84,6346.42,3223.9,3910.68,3310.98,2144.57,1515.98,10792.89,3003.24,1127.82,3478.29,2771.31,1310.18,2283.58,3370.05,2531.59,3309.11,15362.29,2509.68
COMP,14.53,40.08,861,8.13,13.36,80.74,1600.26,70.84,32.11,376.46,150.38,63.41,1173.32,15.91,471.48,36.38,17.48,93.37,28.07,650.92,240.32,23.36,1085.08,34.63
CPA3,82.31,69.31,134.02,90.64,25.38,69.98,57.92,239.25,144.49,38.56,104.61,20.81,135.65,48.8,25.44,153.37,27.19,28.42,68.17,31.16,126.48,110.96,342.23,92.08
CRABP2,24.21,693.1,738,550.83,1079.25,3035.84,1368.58,72.18,241.76,598.66,503.45,56.48,399.99,259.91,4068.62,594.79,250.52,474.95,637.56,653.04,442.69,481.07,642.36,266
CSF1,466.03,276.41,343.3,201.62,116.21,430.62,456.74,271.33,305.98,310.35,882.67,139.71,291.01,218.53,598.68,432.57,223.34,323.74,318.78,143.78,777.38,176.66,262.1,228.22
CSF1R,806.17,522.75,938.11,294.59,375.33,489.83,832.4,584.1,717.73,932.88,392.3,412.19,969.26,203.68,349.37,475.83,209.74,415.08,316.77,412.23,713.16,565.02,1404.23,616.99
CSF2,21.79,15.87,14.69,6.97,17.36,102.27,14.07,12.03,13.22,20.2,78.46,17.84,17.39,15.91,39.01,18.68,15.54,18.27,8.02,10.62,9.73,7.3,6.79,15.74
CSF2RB,691.18,68.48,97.3,90.06,32.06,172.25,109.22,102.92,258.76,156.09,460.95,219.97,177.39,39.25,249.31,120.92,73.8,62.92,78.19,36.83,83.67,90.52,122.22,158.97
CSF3,7.62,10.02,7.62,5.5,8.5,59.21,7.75,5.25,12.28,4.25,94.81,4.62,8.12,6.38,8.88,8.85,3.62,11.16,8.02,5.75,14.59,7.3,10.86,5.62
CSF3R,151.31,96.03,156.05,127.25,82.81,258.37,196.93,330.14,566.63,139.56,2108.61,91.16,238.84,64.71,154.33,867.11,161.19,253.71,296.72,72.95,135.24,289.81,245.81,358.08
CST2,12.1,23.38,22.95,6.39,8.5,183.01,58.75,16.04,11.33,34.89,42.5,13.87,59.13,14.85,27.14,13.76,13.59,75.1,3.75,19.12,11.68,5.84,38.03,17.31
CTAG1B,16.95,10.86,7.62,5.5,8.5,37.68,110.05,9.36,9.44,306.67,8,6.94,20.87,6.38,27.14,7.86,7.77,8.88,20.05,9.92,8.76,14.6,9.51,6.3
CTLA4,354.67,47.6,17.44,10.46,15.36,75.36,65.37,21.39,147.32,23.87,65.38,66.39,105.51,20.16,186.56,33.43,29.13,46.68,24.06,20.54,35.03,71.54,156.18,42.5
CTNNB1,1704.34,3206.65,3661.56,2682.69,5338.17,4747.54,4335.75,3542.01,2686.76,4791.09,3524.16,2752.54,4469.5,3314.07,3573.4,3423.23,2798.5,2983.69,2935.17,6218.08,3335.23,2491.5,5354.8,3192
CTSS,2843.39,936.94,1322.71,881.45,571.02,845.08,1113.73,637.56,4632.18,1632.53,2108.61,2850.63,2772.13,421.15,1115.95,1515.97,427.25,774.34,886.17,573.72,781.27,1028.58,5133.44,1775.43
CTSW,206.99,62.63,78.94,33.12,22.71,7,72.81,38.76,132.21,71.62,62.11,188.26,126.38,19.1,142.46,49.16,36.9,270.97,66.16,16.29,35.03,50.37,57.04,91.29
CX3CL1,146.47,305.63,884.87,439.27,368.66,139.95,287.95,1218.99,424.03,113.86,1186.71,106.02,278.26,386.15,259.48,561.36,450.56,919.46,521.27,160.78,215.02,446.76,184.7,540.66
CX3CR1,41.16,87.68,141.36,114.47,52.76,156.1,155.56,126.98,29.28,31.22,71.92,24.77,46.38,42.43,28.83,42.27,122.35,33.49,146.36,264.19,95.35,56.94,59.75,78.7
CXCL1,608.87,40.08,145.03,90.06,300.53,177.63,76.12,92.23,135.99,196.49,2471.49,155.56,73.04,51.98,122.11,139.6,40.78,157.3,192.47,61.62,325.93,106.58,77.41,109.39
CXCL10,200.94,515.24,309.34,22.66,218.39,635.16,305.32,48.12,747.95,358.09,39.23,680.7,346.66,72.14,500.31,38.34,73.8,154.26,48.12,173.53,194.59,168.63,1086.44,129.85
CXCL11,23,102.71,48.65,7.55,50.09,69.98,50.47,8.02,129.38,20.2,26.15,151.6,57.97,15.91,64.45,11.8,15.54,42.62,8.02,34,22.38,43.07,258.03,22.82
CXCL12,1137.84,786.63,1365.86,431.72,283.84,570.57,825.78,1038.55,663.9,1077.95,1062.48,96.11,927.52,584.52,313.75,970.34,312.67,698.22,503.23,357.69,619.76,348.21,1663.61,435.99
CXCL13,1617.19,122.75,23.87,8.13,14.69,118.42,105.91,18.71,752.67,34.89,55.58,161.51,169.27,16.97,734.35,33.43,67.97,257.77,30.07,36.83,38.92,148.19,310.99,23.61
CXCL14,1027.69,40.92,1272.23,370.71,359.31,150.72,843.16,541.33,167.16,214.86,598.26,58.46,2090.41,122,139.07,241.85,83.51,6762.01,66.16,1201.26,743.33,166.44,1377.07,176.28
CXCL16,137.99,102.71,166.14,163.86,130.23,430.62,383.93,66.83,322.98,190.98,156.92,266.53,371.01,105.02,252.7,251.68,120.41,303.44,118.29,255.69,262.69,165.71,412.85,143.23
CXCL2,3931.6,429.22,586.55,1260.29,454.81,861.23,211,1301.86,1172.92,1700.48,14809.33,622.24,461.44,1069.33,259.48,1362.61,590.38,482.06,3779.23,143.78,1715.29,957.04,1015.82,1192.28
CXCL3,27.84,28.39,35.8,56.94,38.74,113.04,21.51,32.08,132.21,93.65,719.22,50.53,35.94,28.64,18.66,72.75,17.48,57.85,128.31,24.79,83.67,48.18,67.9,39.35
CXCL5,92,10.02,14.69,9.88,30.05,69.98,11.58,5.25,21.72,27.55,58.85,5.95,31.3,20.16,25.44,19.66,9.71,21.31,22.05,7.79,21.4,21.17,13.58,11.02
CXCL6,23,10.86,24.78,9.88,40.07,53.83,45.51,8.02,18.89,16.53,124.23,15.85,12.75,6.38,35.62,34.41,19.42,102.5,16.04,13.46,44.76,13.87,9.51,16.53
CXCL8,23,43.42,26.62,47.06,66.12,193.78,51.3,121.63,396.64,280.96,3269.17,149.62,93.91,86.99,96.67,125.84,9.71,40.59,188.46,29.04,205.29,87.6,175.19,130.64
CXCL9,727.49,421.71,331.37,29.63,97.51,102.27,372.35,46.78,1027.49,534.38,45.77,1435.72,595.93,39.25,2420.14,87.5,54.38,404.93,18.04,105.54,163.45,208.05,980.51,93.65
CXCR2,30.26,25.89,45.9,44.74,13.36,91.51,19.86,82.87,104.83,36.73,421.72,13.87,22.03,11.67,35.62,101.26,36.9,15.22,60.15,14.87,36,69.35,36.67,70.83
CXCR3,107.73,30.06,14.69,6.39,8.5,53.83,18.2,12.03,41.55,40.4,8,46.57,25.51,6.38,44.1,11.8,7.77,15.22,10.02,5.75,21.4,7.3,36.67,25.18
CXCR4,11848.07,936.94,547.08,843.68,376.67,2664.44,1299.07,549.35,3511.2,1261.59,1059.21,1472.38,2361.71,576.04,1536.55,853.35,273.83,1427.91,719.76,519.89,1202.55,938.06,4387.87,2024.9
CXCR6,175.52,86.85,41.31,33.12,13.36,59.21,72.81,26.73,162.43,130.38,42.5,166.46,88.11,31.83,83.1,47.19,23.3,50.74,44.11,14.87,42.81,58.4,150.74,107.82
CYBB,2601.3,613.77,782.98,410.22,374,968.89,882.04,565.39,1674.39,1015.51,853.25,1132.52,1480.56,269.45,1668.83,677.37,384.53,384.63,477.17,483.05,873.7,516.11,1791.27,794.06
DAB2,627.02,334.86,455.29,259.73,203.7,177.63,237.47,332.82,385.31,523.37,457.68,182.31,434.78,230.2,150.94,304.77,246.64,129.9,212.52,268.44,267.56,333.61,840.63,317.94
DDB2,531.4,367.43,370.84,365.48,225.74,452.15,254.02,475.83,385.31,455.42,232.11,200.15,337.39,393.57,478.26,349.99,549.6,145.12,509.24,182.03,171.24,367.19,234.94,383.26
DEFB134,9.68,11.69,12.85,6.39,8.5,37.68,11.58,17.38,9,11.02,8,8.92,9.28,6.38,22.05,11.8,17.48,8.88,3.75,6.37,15.57,5.11,10.86,11.02
DEPTOR,90.79,525.26,352.48,425.91,253.78,48.44,282.15,299.4,268.2,369.11,150.38,214.02,291.01,452.98,205.21,231.03,374.82,552.08,252.62,471.72,245.18,307.33,355.81,329.75
CXorf36,108.94,147.81,310.26,218.47,96.17,7,112.53,308.76,176.6,115.69,477.3,55.49,139.13,142.15,86.49,248.73,126.23,47.7,278.68,58.79,228.64,284.7,209.14,241.6
DKK1,23,14.2,14.69,9.88,8.68,102.27,14.89,16.04,22.67,16.53,101.34,6.94,27.83,10.61,37.31,32.44,31.07,24.36,3.75,7.08,15.57,8.03,19.01,11.02
DLL1,335.3,60.12,125.75,190,62.11,156.1,92.67,77.52,83.11,69.78,153.65,49.54,113.62,169.73,83.1,149.43,203.92,106.56,210.51,36.83,125.51,177.39,156.18,220.35
DLL4,27.84,25.89,51.4,45.9,20.7,113.04,43.85,38.76,15.11,27.55,94.81,23.78,25.51,26.52,45.79,35.39,33.01,80.17,36.09,9.92,45.73,24.82,33.95,48.79
DNAJC14,399.45,274.74,337.79,283.55,324.58,522.12,512.18,310.09,312.59,429.71,532.87,302.2,383.76,266.27,815.76,390.3,337.92,468.86,398.97,273.4,311.34,270.83,323.22,339.98
DNMT1,485.4,220.46,210.2,186.52,229.74,274.52,374,264.65,237.04,279.13,274.61,179.34,339.71,186.71,459.61,283.14,203.92,170.5,254.62,104.83,464.09,238.71,229.51,295.12
DPP4,119.84,151.15,61.5,94.71,251.78,188.39,49.65,36.09,156.77,481.13,104.61,192.22,193.62,153.82,67.84,79.63,81.57,281.12,186.46,44.62,55.46,118.26,306.92,96.01
DTX3L,581.03,512.73,540.65,323.06,510.24,1114.22,680.98,279.35,676.18,418.69,447.88,769.88,521.73,315.07,741.14,427.66,285.48,550.05,356.87,748.66,555.55,441.65,711.62,423.4
DTX4,59.31,59.29,33.04,38.35,80.14,215.31,45.51,41.43,34,75.29,98.08,43.6,23.19,45.62,184.86,45.22,130.12,23.34,58.14,35.41,188.75,31.39,36.67,48.01
DUSP1,2554.09,10383.2,9834.53,13548.85,4008.47,5651.83,798.47,15923.02,12510.2,7609.92,19069.05,5775.57,10434.63,16879.05,2143.7,8226.77,10434.65,3545.92,16181.54,2781.46,9188.43,13663.49,17941.23,12388.66
DUSP2,412.77,177.03,64.25,224.87,40.07,161.48,55.44,93.56,266.32,126.71,323.65,89.18,253.91,211.11,228.96,193.68,231.1,185.72,332.81,72.25,363.88,151.11,230.87,197.53
DUSP5,484.19,552.81,418.57,704.23,542.3,1211.11,390.55,523.95,2592.32,1825.35,3419.55,2406.73,1708.96,649.23,362.94,1164.02,559.31,1285.83,1002.45,106.95,1310.55,674.52,983.23,704.35
E2F3,142.84,69.31,84.45,65.08,132.24,226.07,127.42,60.15,101.99,99.16,156.92,142.68,137.97,61.53,189.95,120.92,54.38,201.96,76.19,137.41,148.86,71.54,126.3,95.22
EDN1,136.78,116.07,147.78,110.98,175.65,69.98,123.29,152.37,149.21,167.11,277.88,96.11,220.29,114.57,203.52,325.41,79.62,46.68,156.38,40.37,171.24,148.92,92.35,162.91
EGF,46,11.69,15.6,27.89,10.02,48.44,12.41,42.77,17.94,20.2,29.42,20.81,18.55,6.38,16.96,21.63,15.54,61.91,16.04,9.92,15.57,16.79,20.37,12.59
EGFR,123.47,381.62,406.64,443.92,320.57,172.25,258.16,630.88,310.7,273.62,496.91,145.65,373.33,454.04,218.78,665.57,524.35,393.77,645.58,194.07,425.17,582.54,225.44,446.22
EGR1,2016.64,13922.21,9917.14,13874.24,5929.22,5113.56,617.27,18213.97,12428.98,6833.14,13259.74,3912.8,6649.18,22368.9,800.5,5295.1,15423.79,3502.28,25552.43,2835.29,11988.55,17351.47,10416.26,14288.43
EIF2AK2,363.14,382.46,421.32,331.2,571.68,662.07,429.44,356.87,518.46,312.18,330.19,322.02,314.2,262.03,313.75,290.02,225.28,327.8,316.77,388.85,439.77,400.04,502.48,350.99
EIF2B4,59.31,52.61,68.84,58.1,72.8,118.42,58.75,81.53,66.11,73.45,120.96,56.48,75.36,43.49,64.45,99.3,54.38,55.82,84.21,54.54,65.19,66.43,63.83,58.24
EIF4EBP1,203.36,202.09,216.63,133.06,267.81,183.01,340.08,232.57,145.43,213.02,313.84,156.55,333.91,177.16,471.48,133.7,135.94,258.79,128.31,580.09,396.96,178.85,312.35,147.17
EIF5AL1,7.62,10.86,11.93,5.81,8.5,75.36,7.75,5.25,9,4.25,8,5.95,11.59,7.43,16.96,7.38,17.48,10.15,20.05,5.75,7,7.3,6.79,5.62
ELOB,61.73,83.51,123,116.79,112.87,139.95,89.36,136.33,101.05,93.65,94.81,72.33,71.88,96.54,162.81,162.22,122.35,72.06,118.29,46.75,64.21,102.2,107.29,123.56
ENO1,1185.05,856.78,1019.8,811.72,1471.28,1243.4,2883.61,769.89,1241.86,1195.48,2187.07,3552.14,1641.72,769.11,3330.88,1288.87,668.07,1023.99,789.93,3277.26,4271.2,832.93,1704.36,960.9
ENTPD1,583.45,293.11,864.68,553.74,197.02,290.67,353.31,926.27,665.79,257.09,382.49,348.77,496.22,246.12,286.62,552.51,312.67,419.14,286.7,162.91,173.18,495.67,793.1,521.77
EOMES,167.04,49.27,40.39,15.11,18.7,80.74,43.03,26.73,89.72,40.4,29.42,73.32,38.26,14.85,54.27,24.58,11.65,25.37,28.07,16.29,43.78,41.61,57.04,47.22
EPCAM,14.53,188.72,562.68,576.98,1481.3,2481.42,1520,21.39,135.05,690.48,163.46,859.05,491.59,292.79,1512.8,360.81,180.61,3362.23,493.21,1602.15,1728.91,475.96,131.73,362.8
EPM2AIP1,526.55,430.89,412.14,398.6,526.27,360.64,262.3,402.32,408.92,321.37,241.92,297.25,296.81,456.16,267.96,435.52,402.01,413.05,342.84,338.56,381.39,469.39,339.51,415.53
ERBB2,55.68,398.33,600.32,698.42,937,662.07,706.63,375.59,264.43,824.53,238.65,3673.02,4297.91,459.34,1231.27,542.68,502.99,884.96,611.49,577.97,493.28,465.74,285.19,504.45
ERCC3,361.93,364.09,404.8,424.16,538.29,549.04,324.35,404.99,328.64,295.66,215.76,337.87,317.68,370.23,301.88,349.99,394.24,416.09,411,417.18,458.25,449.68,361.24,328.96
ERO1A,363.14,173.69,241.41,230.68,273.82,333.73,254.02,213.86,338.09,282.8,320.38,592.52,272.46,197.32,334.11,257.58,157.31,334.9,194.48,288.27,667.44,278.13,401.98,284.1
ESR1,39.95,411.69,469.05,1345.7,328.58,968.89,215.13,918.25,716.78,99.16,134.04,845.18,195.94,965.37,832.72,1184.66,930.24,1000.65,2113.16,501.47,476.74,1692.15,134.45,1085.25
EXO1,25.42,32.57,12.85,7.55,76.8,102.27,76.12,18.71,17.94,18.36,49.04,18.83,24.35,13.79,128.89,7.38,9.71,20.3,18.04,36.12,97.29,18.25,28.52,6.3
EZH2,137.99,82.67,68.84,48.81,182.32,199.16,158.87,48.12,122.77,124.87,156.92,95.12,71.88,43.49,230.65,69.8,29.13,103.52,36.09,126.08,136.21,76.65,78.77,64.53
F2RL1,54.47,21.71,28.46,52.88,102.85,86.12,118.32,14.7,27.39,113.86,45.77,147.63,22.03,32.89,66.14,54.07,31.07,127.87,50.12,55.95,136.21,31.39,66.54,53.51
FADD,148.89,86.01,120.25,99.36,90.83,188.39,165.49,74.85,115.21,143.24,130.77,208.08,104.35,98.66,181.47,138.62,100.99,180.64,114.28,92.08,111.89,80.3,85.56,78.7
FAM124B,44.79,26.72,59.66,17.43,20.04,91.51,33.1,56.14,40.61,42.24,49.04,16.84,35.94,19.1,49.18,32.44,19.42,29.43,28.07,18.42,30.16,31.39,47.53,53.51
FAM30A,504.77,60.12,11.01,16.85,17.36,64.59,28.13,16.04,275.76,174.46,8,376.52,84.64,43.49,159.42,40.31,33.01,31.46,20.05,17,14.59,23.36,43.46,60.6
FANCA,58.1,40.08,25.7,17.43,76.14,258.37,81.09,26.73,40.61,64.27,65.38,24.77,54.49,25.46,184.86,35.39,25.25,43.64,32.08,45.33,80.75,26.28,35.31,31.48
FAP,7.62,68.48,275.37,86.58,39.4,80.74,430.27,179.11,159.6,156.09,134.04,43.6,556.51,64.71,76.32,145.5,34.96,43.64,72.18,278.36,137.18,203.67,1124.47,140.08
FAS,64.15,113.57,123.92,84.83,60.11,91.51,105.08,85.54,86.88,106.51,107.88,58.46,135.65,90.17,72.93,108.14,87.39,56.83,182.45,75.79,50.59,124.83,192.84,112.54
FASLG,60.52,28.39,26.62,15.11,15.36,59.21,18.2,37.43,50.05,20.2,42.5,66.39,20.87,12.73,42.4,18.68,21.36,14.21,34.08,9.21,31.13,15.33,42.1,29.12
FBP1,83.52,51.77,81.69,102.26,40.07,172.25,119.98,40.1,297.48,121.2,156.92,214.02,638.83,50.92,169.6,109.13,60.2,166.44,90.22,76.5,175.13,83.95,293.34,92.08
FCAR,25.42,15.03,19.28,15.11,8.5,69.98,10.76,24.06,105.77,38.56,666.91,16.84,27.83,14.85,25.44,84.55,23.3,21.31,46.11,12.04,24.32,9.49,46.17,36.2
FCGR1A,10.89,56.78,56.91,20.92,35.4,118.42,120.81,30.74,127.49,163.44,150.38,108.99,115.94,15.91,89.89,51.12,11.65,53.79,24.06,63.04,63.24,22.63,274.33,28.33
FCGR2A,33.89,70.98,102.81,43.58,40.07,145.33,152.25,76.19,198.32,196.49,330.19,70.35,142.61,24.4,111.93,115.03,33.01,64.95,62.15,57.37,93.4,54.02,283.83,71.62
FCGR2B,369.19,135.28,123,43,87.49,215.31,187,74.85,301.26,319.53,150.38,265.54,268.98,26.52,154.33,130.76,56.32,78.14,50.12,101.29,261.72,44.53,600.26,133.79
FCGR3A/B,54.47,231.31,353.4,155.14,191.01,581.33,728.14,261.98,745.12,710.68,997.1,553.88,365.21,57.29,362.94,371.62,147.6,200.94,210.51,334.31,302.58,254.77,775.45,240.03
FCGRT,1496.14,1520.65,1666.93,1011.6,1219.5,1270.32,950.72,1543.78,1583.72,1920.84,1713.04,838.25,1718.24,1446.99,1037.93,1859.08,1573.06,1098.08,1571.84,925.03,1157.8,1385.55,1693.49,1426.01
FCN1,182.78,68.48,197.35,131.32,65.45,118.42,46.34,259.3,522.24,113.86,1719.58,121.87,178.55,74.26,135.68,214.32,124.29,52.77,258.63,27.62,105.08,307.33,249.88,378.54
FCRL2,855.8,11.69,12.85,8.72,8.5,43.06,8.27,18.71,48.16,23.87,8,94.13,38.26,16.97,115.33,25.56,11.65,15.22,14.03,9.21,12.65,10.95,33.95,55.88
FGF13,20.58,36.74,41.31,26.73,27.38,48.44,14.89,69.5,21.72,18.36,32.69,18.83,33.62,30.76,18.66,30.48,36.9,28.42,20.05,12.04,27.24,24.09,25.8,26.76
FGF18,14.53,25.89,119.33,19.76,523.6,236.84,172.93,41.43,63.27,82.64,120.96,70.35,102.03,28.64,62.75,76.68,25.25,86.26,38.09,101.29,140.1,33.58,152.1,20.46
FGF9,14.53,23.38,23.87,5.5,67.45,7,21.51,5.25,9,20.2,8,14.86,10.43,12.73,8.88,8.85,17.48,8.88,3.75,27.62,24.32,12.41,12.22,17.31
FGFR1,176.73,627.13,698.53,493.89,482.19,619.01,349.18,560.04,524.13,541.73,925.17,129.8,502.02,675.76,117.02,1030.31,502.99,907.28,561.37,684.21,226.69,457.71,401.98,410.02
FLNB,450.29,744.88,722.4,889.58,577.69,570.57,546.11,1011.81,623.29,631.71,725.76,677.73,455.65,792.45,861.55,1027.36,1054.54,608.92,719.76,337.15,761.81,604.44,412.85,716.15
FLT1,62.94,117.74,224.89,234.16,80.81,86.12,148.11,195.14,233.26,117.53,833.64,133.76,161.16,170.8,52.57,260.53,114.58,81.19,146.36,98.45,258.8,310.25,336.8,240.03
FOSL1,35.1,65.97,55.07,86.58,34.06,193.78,123.29,70.84,739.45,115.69,5613.16,52.51,165.79,49.86,79.71,1201.38,79.62,163.39,122.3,26.21,72.97,40.15,131.73,136.15
FOXP3,139.2,21.71,8.26,5.5,14.69,43.06,42.2,9.36,28.33,14.69,32.69,25.76,55.65,10.61,39.01,15.73,7.77,20.3,12.03,11.33,24.32,19.71,55.68,14.17
FPR1,49.63,75.99,160.63,98.78,50.09,328.34,334.28,282.02,814.06,277.29,3092.63,83.23,398.83,74.26,322.23,633.13,128.18,169.48,196.48,53.83,160.53,216.08,274.33,286.46
FPR3,76.26,88.52,111.07,54.04,70.12,258.37,255.68,77.52,335.25,165.27,101.34,162.5,250.43,33.95,169.6,88.48,40.78,101.49,32.08,84.99,153.72,54.02,529.64,127.49
FSTL3,35.1,137.79,314.84,156.3,138.25,156.1,377.31,280.69,274.81,545.4,598.26,104.04,561.15,194.13,239.13,436.51,124.29,93.37,122.3,121.12,87.56,137.24,256.67,181.01
