From	To	Weight
ARL5A	ERVK3-1	0.35499677683935
ARPP19	ERVK3-1	0.390055457449189
ARRDC1-AS1	ERVK3-1	0.402287481314121
ARRDC3-AS1	ERVK3-1	0.401724592368126
B3GALT6	ERVK3-1	0.404573274049503
B3GALT9	ERVK3-1	0.390907226593346
BAIAP2-DT	ERVK3-1	0.404591009080047
BAZ2B-AS1	ERVK3-1	0.411722251445458
BCL9L	ERVK3-1	0.351848507581862
BICRA	ERVK3-1	0.370772967688398
C2orf74-AS1	ERVK3-1	0.3935128212954
CAMSAP1-DT	ERVK3-1	0.414501552275884
CD63-AS1	ERVK3-1	0.403972381983843
CENPBD2P	ERVK3-1	0.404473949558423
CERS6-AS1	ERVK3-1	0.409197833533195
CGGBP1	ERVK3-1	0.355788373700324
CHASERR	ERVK3-1	0.41016873257642
CHROMR	ERVK3-1	0.406075281648446
CLK2	ERVK3-1	0.379099594413772
CLUHP3	ERVK3-1	0.400928159736341
COX10-DT	ERVK3-1	0.412279907352901
CRIPT	ERVK3-1	0.358898878113983
CTBP1-DT	ERVK3-1	0.401730459489371
DDX11	ERVK3-1	0.250336909133801
EBLN3P	ERVK3-1	0.426796007785681
EIF3J-DT	ERVK3-1	0.41922443423154
ELOA-AS1	ERVK3-1	0.419152376257065
EPB41L4A-AS1	ERVK3-1	0.400376821486183
AATBC	ESYT3	0.278390197808541
AFG3L1P	ESYT3	0.330765625333193
ARL5A	ESYT3	0.174770370567955
ARPP19	ESYT3	0.269716307027771
ARRDC1-AS1	ESYT3	0.299348179694032
ARRDC3-AS1	ESYT3	0.303681555865937
B3GALT6	ESYT3	0.265477059535924
B3GALT9	ESYT3	0.273260935694003
BAIAP2-DT	ESYT3	0.33183036868195
BAZ2B-AS1	ESYT3	0.313705259310012
BCL9L	ESYT3	0.143491347977314
BICRA	ESYT3	0.185978906756051
C2orf74-AS1	ESYT3	0.274275073360333
CAMSAP1-DT	ESYT3	0.304626713912656
CD63-AS1	ESYT3	0.323477633962591
CENPBD2P	ESYT3	0.317965817610981
CERS6-AS1	ESYT3	0.300923470423811
CGGBP1	ESYT3	0.150973158398909
CHASERR	ESYT3	0.309505193416508
CHROMR	ESYT3	0.310646977447843
CLK2	ESYT3	0.181920820951677
CLUHP3	ESYT3	0.300391979646322
COX10-DT	ESYT3	0.333887111836092
CRIPT	ESYT3	0.15526145065395
CTBP1-DT	ESYT3	0.327260372296042
EBLN3P	ESYT3	0.318155050986851
EIF3J-DT	ESYT3	0.325586736757854
ELOA-AS1	ESYT3	0.315719963449994
EPB41L4A-AS1	ESYT3	0.308232352248256
ERVK3-1	ESYT3	0.322687417148299
AATBC	FCF1P2	0.354434408977497
AFG3L1P	FCF1P2	0.401687620960198
ALDOC	FCF1P2	0.282925659558527
ARL5A	FCF1P2	0.3735380984318
ARPP19	FCF1P2	0.385589383305566
ARRDC1-AS1	FCF1P2	0.352769976669274
ARRDC3-AS1	FCF1P2	0.357192660743539
B3GALT6	FCF1P2	0.355611822193138
B3GALT9	FCF1P2	0.387447260089196
BAIAP2-DT	FCF1P2	0.379285623347247
BAZ2B-AS1	FCF1P2	0.407017840166725
BCL9L	FCF1P2	0.370732685320942
BICRA	FCF1P2	0.37840152323589
C2orf74-AS1	FCF1P2	0.342118181204915
CAMSAP1-DT	FCF1P2	0.406050748460352
CD63-AS1	FCF1P2	0.372569265532887
CENPBD2P	FCF1P2	0.357295077107078
CERS6-AS1	FCF1P2	0.41246252531387
CGGBP1	FCF1P2	0.377902157955672
CHASERR	FCF1P2	0.414816197364441
CHROMR	FCF1P2	0.407281891730454
CLK2	FCF1P2	0.376582921078715
CLUHP3	FCF1P2	0.377378184772684
COX10-DT	FCF1P2	0.395387906473796
CRIPT	FCF1P2	0.374531085589083
CTBP1-DT	FCF1P2	0.378121393625189
DDX11	FCF1P2	0.160368822885095
EBLN3P	FCF1P2	0.427670888082077
EIF3J-DT	FCF1P2	0.409546308362703
ELOA-AS1	FCF1P2	0.41865209351112
EPB41L4A-AS1	FCF1P2	0.394704978437759
ERVK3-1	FCF1P2	0.391756821271079
ESYT3	FCF1P2	0.271319837594209
AATBC	FGD5-AS1	0.397358428046157
AFG3L1P	FGD5-AS1	0.412716003528886
ALDOC	FGD5-AS1	0.305244941846114
ARL5A	FGD5-AS1	0.383991460239185
ARPP19	FGD5-AS1	0.408373367850353
ARRDC1-AS1	FGD5-AS1	0.398947845446891
ARRDC3-AS1	FGD5-AS1	0.401917707881351
B3GALT6	FGD5-AS1	0.399956613400697
B3GALT9	FGD5-AS1	0.407739801167781
BAIAP2-DT	FGD5-AS1	0.408899664126902
BAZ2B-AS1	FGD5-AS1	0.412499601321677
BCL9L	FGD5-AS1	0.376127724252154
BICRA	FGD5-AS1	0.39173987229969
C2orf74-AS1	FGD5-AS1	0.390135709427026
CAMSAP1-DT	FGD5-AS1	0.412497941253946
CD63-AS1	FGD5-AS1	0.408562371570422
CENPBD2P	FGD5-AS1	0.402706736827991
CERS6-AS1	FGD5-AS1	0.412782392249296
CGGBP1	FGD5-AS1	0.384455122779415
CHASERR	FGD5-AS1	0.414692947718737
CHROMR	FGD5-AS1	0.410159183026321
CLK2	FGD5-AS1	0.40028864898268
CLUHP3	FGD5-AS1	0.405087952512125
COX10-DT	FGD5-AS1	0.40793860707665
CRIPT	FGD5-AS1	0.383686472010183
CTBP1-DT	FGD5-AS1	0.408216899521544
DDX11	FGD5-AS1	0.208005907328858
EBLN3P	FGD5-AS1	0.429540678867623
EIF3J-DT	FGD5-AS1	0.417518515866379
ELOA-AS1	FGD5-AS1	0.420749145073086
EPB41L4A-AS1	FGD5-AS1	0.411470743604612
ERVK3-1	FGD5-AS1	0.410833006319921
ESYT3	FGD5-AS1	0.320337357428543
FCF1P2	FGD5-AS1	0.409209938320731
AATBC	FLJ13224	0.360502830033425
AFG3L1P	FLJ13224	0.413046405990126
ALDOC	FLJ13224	0.20275784118444
ARL5A	FLJ13224	0.230692271942526
ARPP19	FLJ13224	0.332732140392368
ARRDC1-AS1	FLJ13224	0.376444562809553
ARRDC3-AS1	FLJ13224	0.370184803831615
B3GALT6	FLJ13224	0.338576905107847
