From	To	Weight
ARMCX4	ENO1	0.168538800439137
ASTN2	ENO1	0.164047440687778
BUB1	ENO1	0.102636561522485
C7	ENO1	0.155893714006222
CARF	ENO1	0.119954401667628
CBX3	ENO1	0.112943301514989
CCDC171	ENO1	0.130320564384411
CCNB2	ENO1	0.108185465571198
CD34	ENO1	0.150667435697247
CEP55	ENO1	0.119457609697624
CLEC1A	ENO1	0.13068973762203
COL14A1	ENO1	0.151898065857986
CPED1	ENO1	0.143529862955051
CSMD1	ENO1	0.163443383835743
DEPDC1	ENO1	0.115840099924978
DLG2	ENO1	0.160706220745944
DLGAP5	ENO1	0.122796762534786
DRICH1	ENO1	0.164601943290713
ECM2	ENO1	0.146304915877926
ECT2	ENO1	0.100699744885096
EEF1AKMT4	ENO1	0.132633658933912
EGR1	ENO1	0.153496007223597
EME1	ENO1	0.152289097244491
EML3	ENO1	0.100216171510695
EGR1	ERG	0.146403954022067
ENO1	ERG	0.161008742016306
ENO1	EXO1	0.104377301464653
